Time,AC Primary Load,Grid Purchases,Grid Sales,Grid Demand Limit,Total Demand Rate,Total Consumption Rate,Grid Sellback Rate,:Energy Charge,Highway Charger Served,Total EV Charger Served,CAT-50kVA-50Hz-PP Power Output,CAT-50kVA-50Hz-PP Operating Status,CAT-50kVA-50Hz-PP Fuel,Total Electrical Load Served,Renewable Penetration,Total Renewable Power Output,AC Required Operating Capacity,DC Required Operating Capacity,AC Operating Capacity,DC Operating Capacity,,AC Required Operating Capacity new values
3/21/2021 7:00:00 PM,96.7272,96.7272,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,96.7272,0,0,120.1568,0,120.1568,0,,96.12544
3/21/2021 8:00:00 PM,93.81706,93.81706,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,93.81706,0,0,117.1012,0,117.1012,0,,93.68096
3/21/2021 9:00:00 PM,69.56995,69.56995,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,69.56995,0,0,91.64172,0,91.64172,0,,73.313376
3/21/2021 10:00:00 PM,44.47918,44.47918,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,44.47918,0,0,65.2964,0,65.2964,0,,52.23712
3/21/2021 11:00:00 PM,37.65459,37.65459,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,37.65459,0,0,58.13059,0,58.13059,0,,46.504472
3/22/2021 12:00:00 AM,34.33953,34.33953,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,34.33953,0,0,54.64977,0,54.64977,0,,43.719816
3/22/2021 1:00:00 AM,32.12275,32.12275,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,32.12275,0,0,52.32215,0,52.32215,0,,41.85772
3/22/2021 2:00:00 AM,31.83031,39.33031,0,229.7062,8,0.071407,0.071407,1,7.5,7.5,0,0,0,39.33031,0,0,59.89009,0,59.89009,0,,47.912072
3/22/2021 3:00:00 AM,33.23537,83.23537,0,229.7062,8,0.071407,0.071407,1,50,50,0,0,0,83.23537,0,0,105.9904,0,105.9904,0,,84.79232
3/22/2021 4:00:00 AM,40.91048,56.74382,0,229.7062,8,0.071407,0.071407,1,15.83333,15.83333,0,0,0,56.74382,0,0,78.17427,0,78.17427,0,,62.539416
3/22/2021 5:00:00 AM,70.33269,90.33269,0,229.7062,8,0.071407,0.071407,1,20,20,0,0,0,90.33269,0,0,113.4426,0,113.4426,0,,90.75408
3/22/2021 6:00:00 AM,84.91712,141.5838,0,229.7062,8,0.071407,0.071407,1,56.66667,56.66667,0,0,0,141.5838,0,0,167.2562,0,167.2562,0,,133.80496
3/22/2021 7:00:00 AM,71.85986,126.0265,0,229.7062,8,0.071407,0.071407,1,54.16667,54.16667,0,0,0,126.0265,0,0,150.9211,0,150.9211,0,,120.73688
3/22/2021 8:00:00 AM,67.20671,75.54005,0,229.7062,8,0.071407,0.071407,1,8.333333,8.333333,0,0,0,75.54005,0,0,97.91032,0,97.91032,0,,78.328256
3/22/2021 9:00:00 AM,49.33192,82.66525,0,229.7062,8,0.071407,0.071407,1,33.33333,33.33333,0,0,0,82.66525,0,0,105.3918,0,105.3918,0,,84.31344
3/22/2021 10:00:00 AM,50.02472,50.85806,0,229.7062,8,0.071407,0.071407,1,0.8333333,0.8333333,0,0,0,50.85806,0,0,71.99422,0,71.99422,0,,57.595376
3/22/2021 11:00:00 AM,51.02512,96.02512,0,229.7062,8,0.071407,0.071407,1,45,45,0,0,0,96.02512,0,0,119.4196,0,119.4196,0,,95.53568
3/22/2021 12:00:00 PM,51.96291,51.96291,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,51.96291,0,0,73.15433,0,73.15433,0,,58.523464
3/22/2021 1:00:00 PM,52.53992,73.37326,0,229.7062,8,0.071407,0.071407,1,20.83333,20.83333,0,0,0,73.37326,0,0,95.63519,0,95.63519,0,,76.508152
3/22/2021 2:00:00 PM,52.82588,117.8259,0,229.7062,8,0.071407,0.071407,1,65,65,0,0,0,117.8259,0,0,142.3104,0,142.3104,0,,113.84832
3/22/2021 3:00:00 PM,57.49743,57.49743,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,57.49743,0,0,78.96557,0,78.96557,0,,63.172456
3/22/2021 4:00:00 PM,71.33016,79.6635,0,229.7062,8,0.071407,0.071407,1,8.333333,8.333333,0,0,0,79.6635,0,0,102.2399,0,102.2399,0,,81.79192
3/22/2021 5:00:00 PM,78.80518,103.8052,0,229.7062,8,0.071407,0.071407,1,25,25,0,0,0,103.8052,0,0,127.5887,0,127.5887,0,,102.07096
3/22/2021 6:00:00 PM,87.07785,113.7445,0,229.7062,8,0.071407,0.071407,1,26.66667,26.66667,0,0,0,113.7445,0,0,138.025,0,138.025,0,,110.42
3/22/2021 7:00:00 PM,97.50478,155.0048,0,229.7062,8,0.071407,0.071407,1,57.5,57.5,0,0,0,155.0048,0,0,181.3483,0,181.3483,0,,145.07864
3/22/2021 8:00:00 PM,91.65417,104.9875,0,229.7062,8,0.071407,0.071407,1,13.33333,13.33333,0,0,0,104.9875,0,0,128.8302,0,128.8302,0,,103.06416
3/22/2021 9:00:00 PM,64.77283,64.77283,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,64.77283,0,0,86.60474,0,86.60474,0,,69.283792
3/22/2021 10:00:00 PM,42.37556,64.87556,0,229.7062,8,0.071407,0.071407,1,22.5,22.5,0,0,0,64.87556,0,0,86.71261,0,86.71261,0,,69.370088
3/22/2021 11:00:00 PM,36.43863,36.43863,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,36.43863,0,0,56.85383,0,56.85383,0,,45.483064
3/23/2021 12:00:00 AM,34.44973,47.78307,0,229.7062,8,0.071407,0.071407,1,13.33333,13.33333,0,0,0,47.78307,0,0,68.76549,0,68.76549,0,,55.012392
3/23/2021 1:00:00 AM,32.25606,32.25606,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,32.25606,0,0,52.46213,0,52.46213,0,,41.969704
3/23/2021 2:00:00 AM,32.00613,32.00613,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,32.00613,0,0,52.19971,0,52.19971,0,,41.759768
3/23/2021 3:00:00 AM,33.42076,88.42076,0,229.7062,8,0.071407,0.071407,1,55,55,0,0,0,88.42076,0,0,111.4351,0,111.4351,0,,89.14808
3/23/2021 4:00:00 AM,41.01251,41.01251,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,41.01251,0,0,61.6564,0,61.6564,0,,49.32512
3/23/2021 5:00:00 AM,70.58981,70.58981,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,70.58981,0,0,92.71256,0,92.71256,0,,74.170048
3/23/2021 6:00:00 AM,85.16743,86.00077,0,229.7062,8,0.071407,0.071407,1,0.8333333,0.8333333,0,0,0,86.00077,0,0,108.8941,0,108.8941,0,,87.11528
3/23/2021 7:00:00 AM,72.20668,108.8734,0,229.7062,8,0.071407,0.071407,1,36.66667,36.66667,0,0,0,108.8734,0,0,132.9103,0,132.9103,0,,106.32824
3/23/2021 8:00:00 AM,67.64683,122.6468,0,229.7062,8,0.071407,0.071407,1,55,55,0,0,0,122.6468,0,0,147.3724,0,147.3724,0,,117.89792
3/23/2021 9:00:00 AM,49.78704,57.28704,0,229.7062,8,0.071407,0.071407,1,7.5,7.5,0,0,0,57.28704,0,0,78.74466,0,78.74466,0,,62.995728
3/23/2021 10:00:00 AM,50.47268,88.80602,0,229.7062,8,0.071407,0.071407,1,38.33333,38.33333,0,0,0,88.80602,0,0,111.8396,0,111.8396,0,,89.47168
3/23/2021 11:00:00 AM,51.5452,65.71187,0,229.7062,8,0.071407,0.071407,1,14.16667,14.16667,0,0,0,65.71187,0,0,87.59073,0,87.59073,0,,70.072584
3/23/2021 12:00:00 PM,52.37282,52.37282,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,52.37282,0,0,73.58472,0,73.58472,0,,58.867776
3/23/2021 1:00:00 PM,53.15296,68.9863,0,229.7062,8,0.071407,0.071407,1,15.83333,15.83333,0,0,0,68.9863,0,0,91.02888,0,91.02888,0,,72.823104
3/23/2021 2:00:00 PM,53.68202,53.68202,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,53.68202,0,0,74.95939,0,74.95939,0,,59.967512
3/23/2021 3:00:00 PM,57.89151,112.8915,0,229.7062,8,0.071407,0.071407,1,55,55,0,0,0,112.8915,0,0,137.1293,0,137.1293,0,,109.70344
3/23/2021 4:00:00 PM,71.61539,71.61539,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,71.61539,0,0,93.78942,0,93.78942,0,,75.031536
3/23/2021 5:00:00 PM,79.00806,94.8414,0,229.7062,8,0.071407,0.071407,1,15.83333,15.83333,0,0,0,94.8414,0,0,118.1767,0,118.1767,0,,94.54136
3/23/2021 6:00:00 PM,87.11143,135.4448,0,229.7062,8,0.071407,0.071407,1,48.33333,48.33333,0,0,0,135.4448,0,0,160.8103,0,160.8103,0,,128.64824
3/23/2021 7:00:00 PM,97.39071,154.8907,0,229.7062,8,0.071407,0.071407,1,57.5,57.5,0,0,0,154.8907,0,0,181.2285,0,181.2285,0,,144.9828
3/23/2021 8:00:00 PM,91.47294,91.47294,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,91.47294,0,0,114.6399,0,114.6399,0,,91.71192
3/23/2021 9:00:00 PM,64.69823,64.69823,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,64.69823,0,0,86.52641,0,86.52641,0,,69.221128
3/23/2021 10:00:00 PM,42.39256,42.39256,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,42.39256,0,0,63.10546,0,63.10546,0,,50.484368
3/23/2021 11:00:00 PM,36.51346,36.51346,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,36.51346,0,0,56.9324,0,56.9324,0,,45.54592
3/24/2021 12:00:00 AM,34.46194,89.46194,0,229.7062,8,0.071407,0.071407,1,55,55,0,0,0,89.46194,0,0,112.5283,0,112.5283,0,,90.02264
3/24/2021 1:00:00 AM,32.34335,47.34335,0,229.7062,8,0.071407,0.071407,1,15,15,0,0,0,47.34335,0,0,68.30378,0,68.30378,0,,54.643024
3/24/2021 2:00:00 AM,32.07631,32.07631,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,32.07631,0,0,52.27339,0,52.27339,0,,41.818712
3/24/2021 3:00:00 AM,33.41019,33.41019,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,33.41019,0,0,53.67396,0,53.67396,0,,42.939168
3/24/2021 4:00:00 AM,41.00328,41.00328,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,41.00328,0,0,61.64671,0,61.64671,0,,49.317368
3/24/2021 5:00:00 AM,70.48064,115.4806,0,229.7062,8,0.071407,0.071407,1,45,45,0,0,0,115.4806,0,0,139.8479,0,139.8479,0,,111.87832
3/24/2021 6:00:00 AM,85.00393,97.50393,0,229.7062,8,0.071407,0.071407,1,12.5,12.5,0,0,0,97.50393,0,0,120.9724,0,120.9724,0,,96.77792
3/24/2021 7:00:00 AM,72.06567,172.899,0,229.7062,8,0.071407,0.071407,1,100.8333,100.8333,0,0,0,172.899,0,0,200.1372,0,200.1372,0,,160.10976
3/24/2021 8:00:00 AM,67.48352,164.9835,0,229.7062,8,0.071407,0.071407,1,97.5,97.5,0,0,0,164.9835,0,0,191.826,0,191.826,0,,153.4608
3/24/2021 9:00:00 AM,49.62502,67.95835,0,229.7062,8,0.071407,0.071407,1,18.33333,18.33333,0,0,0,67.95835,0,0,89.94953,0,89.94953,0,,71.959624
3/24/2021 10:00:00 AM,50.30788,123.6412,0,229.7062,8,0.071407,0.071407,1,73.33334,73.33334,0,0,0,123.6412,0,0,148.4165,0,148.4165,0,,118.7332
3/24/2021 11:00:00 AM,51.49246,56.49246,0,229.7062,8,0.071407,0.071407,1,5,5,0,0,0,56.49246,0,0,77.91035,0,77.91035,0,,62.32828
3/24/2021 12:00:00 PM,52.57372,110.9071,0,229.7062,8,0.071407,0.071407,1,58.33333,58.33333,0,0,0,110.9071,0,0,135.0457,0,135.0457,0,,108.03656
3/24/2021 1:00:00 PM,53.78857,95.45525,0,229.7062,8,0.071407,0.071407,1,41.66667,41.66667,0,0,0,95.45525,0,0,118.8213,0,118.8213,0,,95.05704
3/24/2021 2:00:00 PM,54.08845,69.92178,0,229.7062,8,0.071407,0.071407,1,15.83333,15.83333,0,0,0,69.92178,0,0,92.01114,0,92.01114,0,,73.608912
3/24/2021 3:00:00 PM,58.15114,99.81781,0,229.7062,8,0.071407,0.071407,1,41.66667,41.66667,0,0,0,99.81781,0,0,123.402,0,123.402,0,,98.7216
3/24/2021 4:00:00 PM,71.85283,109.3528,0,229.7062,8,0.071407,0.071407,1,37.5,37.5,0,0,0,109.3528,0,0,133.4137,0,133.4137,0,,106.73096
3/24/2021 5:00:00 PM,79.1063,134.1063,0,229.7062,8,0.071407,0.071407,1,55,55,0,0,0,134.1063,0,0,159.4049,0,159.4049,0,,127.52392
3/24/2021 6:00:00 PM,87.40948,149.9095,0,229.7062,8,0.071407,0.071407,1,62.5,62.5,0,0,0,149.9095,0,0,175.9982,0,175.9982,0,,140.79856
3/24/2021 7:00:00 PM,97.79312,115.2931,0,229.7062,8,0.071407,0.071407,1,17.5,17.5,0,0,0,115.2931,0,0,139.651,0,139.651,0,,111.7208
3/24/2021 8:00:00 PM,91.6795,149.1795,0,229.7062,8,0.071407,0.071407,1,57.5,57.5,0,0,0,149.1795,0,0,175.2317,0,175.2317,0,,140.18536
3/24/2021 9:00:00 PM,65.03211,65.03211,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,65.03211,0,0,86.87698,0,86.87698,0,,69.501584
3/24/2021 10:00:00 PM,42.79572,45.29572,0,229.7062,8,0.071407,0.071407,1,2.5,2.5,0,0,0,45.29572,0,0,66.15377,0,66.15377,0,,52.923016
3/24/2021 11:00:00 PM,36.69288,50.85955,0,229.7062,8,0.071407,0.071407,1,14.16667,14.16667,0,0,0,50.85955,0,0,71.99579,0,71.99579,0,,57.596632
3/25/2021 12:00:00 AM,34.62041,34.62041,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,34.62041,0,0,54.94469,0,54.94469,0,,43.955752
3/25/2021 1:00:00 AM,32.35588,47.35588,0,229.7062,8,0.071407,0.071407,1,15,15,0,0,0,47.35588,0,0,68.31694,0,68.31694,0,,54.653552
3/25/2021 2:00:00 AM,32.07491,39.57491,0,229.7062,8,0.071407,0.071407,1,7.5,7.5,0,0,0,39.57491,0,0,60.14692,0,60.14692,0,,48.117536
3/25/2021 3:00:00 AM,33.4581,57.62476,0,229.7062,8,0.071407,0.071407,1,24.16667,24.16667,0,0,0,57.62476,0,0,79.09927,0,79.09927,0,,63.279416
3/25/2021 4:00:00 AM,41.04858,50.21524,0,229.7062,8,0.071407,0.071407,1,9.166667,9.166667,0,0,0,50.21524,0,0,71.31927,0,71.31927,0,,57.055416
3/25/2021 5:00:00 AM,70.63273,125.6327,0,229.7062,8,0.071407,0.071407,1,55,55,0,0,0,125.6327,0,0,150.5076,0,150.5076,0,,120.40608
3/25/2021 6:00:00 AM,85.12893,92.62893,0,229.7062,8,0.071407,0.071407,1,7.5,7.5,0,0,0,92.62893,0,0,115.8536,0,115.8536,0,,92.68288
3/25/2021 7:00:00 AM,72.29536,108.1287,0,229.7062,8,0.071407,0.071407,1,35.83333,35.83333,0,0,0,108.1287,0,0,132.1284,0,132.1284,0,,105.70272
3/25/2021 8:00:00 AM,67.75724,102.7572,0,229.7062,8,0.071407,0.071407,1,35,35,0,0,0,102.7572,0,0,126.4884,0,126.4884,0,,101.19072
3/25/2021 9:00:00 AM,49.82411,116.4908,0,229.7062,8,0.071407,0.071407,1,66.66666,66.66666,0,0,0,116.4908,0,0,140.9086,0,140.9086,0,,112.72688
3/25/2021 10:00:00 AM,50.4638,84.63047,0,229.7062,8,0.071407,0.071407,1,34.16667,34.16667,0,0,0,84.63047,0,0,107.4553,0,107.4553,0,,85.96424
3/25/2021 11:00:00 AM,51.69666,98.36333,0,229.7062,8,0.071407,0.071407,1,46.66667,46.66667,0,0,0,98.36333,0,0,121.8748,0,121.8748,0,,97.49984
3/25/2021 12:00:00 PM,53.31884,67.4855,0,229.7062,8,0.071407,0.071407,1,14.16667,14.16667,0,0,0,67.4855,0,0,89.45304,0,89.45304,0,,71.562432
3/25/2021 1:00:00 PM,55.09255,75.09255,0,229.7062,8,0.071407,0.071407,1,20,20,0,0,0,75.09255,0,0,97.44044,0,97.44044,0,,77.952352
3/25/2021 2:00:00 PM,55.49488,77.99488,0,229.7062,8,0.071407,0.071407,1,22.5,22.5,0,0,0,77.99488,0,0,100.4879,0,100.4879,0,,80.39032
3/25/2021 3:00:00 PM,59.94497,114.1116,0,229.7062,8,0.071407,0.071407,1,54.16667,54.16667,0,0,0,114.1116,0,0,138.4105,0,138.4105,0,,110.7284
3/25/2021 4:00:00 PM,73.3207,89.15404,0,229.7062,8,0.071407,0.071407,1,15.83333,15.83333,0,0,0,89.15404,0,0,112.205,0,112.205,0,,89.764
3/25/2021 5:00:00 PM,80.58797,131.4213,0,229.7062,8,0.071407,0.071407,1,50.83333,50.83333,0,0,0,131.4213,0,0,156.5856,0,156.5856,0,,125.26848
3/25/2021 6:00:00 PM,88.5611,96.89443,0,229.7062,8,0.071407,0.071407,1,8.333333,8.333333,0,0,0,96.89443,0,0,120.3324,0,120.3324,0,,96.26592
3/25/2021 7:00:00 PM,99.22003,124.22,0,229.7062,8,0.071407,0.071407,1,25,25,0,0,0,124.22,0,0,149.0243,0,149.0243,0,,119.21944
3/25/2021 8:00:00 PM,93.26153,138.2615,0,229.7062,8,0.071407,0.071407,1,45,45,0,0,0,138.2615,0,0,163.7679,0,163.7679,0,,131.01432
3/25/2021 9:00:00 PM,65.96826,65.96826,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,65.96826,0,0,87.85994,0,87.85994,0,,70.287952
3/25/2021 10:00:00 PM,43.16097,58.9943,0,229.7062,8,0.071407,0.071407,1,15.83333,15.83333,0,0,0,58.9943,0,0,80.53728,0,80.53728,0,,64.429824
3/25/2021 11:00:00 PM,37.09421,53.76088,0,229.7062,8,0.071407,0.071407,1,16.66667,16.66667,0,0,0,53.76088,0,0,75.04218,0,75.04218,0,,60.033744
3/26/2021 12:00:00 AM,34.96552,52.46552,0,229.7062,8,0.071407,0.071407,1,17.5,17.5,0,0,0,52.46552,0,0,73.68206,0,73.68206,0,,58.945648
3/26/2021 1:00:00 AM,32.65252,90.15252,0,229.7062,8,0.071407,0.071407,1,57.5,57.5,0,0,0,90.15252,0,0,113.2534,0,113.2534,0,,90.60272
3/26/2021 2:00:00 AM,32.39988,37.39988,0,229.7062,8,0.071407,0.071407,1,5,5,0,0,0,37.39988,0,0,57.86314,0,57.86314,0,,46.290512
3/26/2021 3:00:00 AM,33.78539,65.45205,0,229.7062,8,0.071407,0.071407,1,31.66667,31.66667,0,0,0,65.45205,0,0,87.31792,0,87.31792,0,,69.854336
3/26/2021 4:00:00 AM,41.31757,41.31757,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,41.31757,0,0,61.97672,0,61.97672,0,,49.581376
3/26/2021 5:00:00 AM,70.95123,70.95123,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,70.95123,0,0,93.09206,0,93.09206,0,,74.473648
3/26/2021 6:00:00 AM,85.73409,109.0674,0,229.7062,8,0.071407,0.071407,1,23.33333,23.33333,0,0,0,109.0674,0,0,133.1141,0,133.1141,0,,106.49128
3/26/2021 7:00:00 AM,72.89656,105.3966,0,229.7062,8,0.071407,0.071407,1,32.5,32.5,0,0,0,105.3966,0,0,129.2597,0,129.2597,0,,103.40776
3/26/2021 8:00:00 AM,68.39199,140.892,0,229.7062,8,0.071407,0.071407,1,72.5,72.5,0,0,0,140.892,0,0,166.5299,0,166.5299,0,,133.22392
3/26/2021 9:00:00 AM,50.21433,61.04766,0,229.7062,8,0.071407,0.071407,1,10.83333,10.83333,0,0,0,61.04766,0,0,82.69331,0,82.69331,0,,66.154648
3/26/2021 10:00:00 AM,50.93287,70.09953,0,229.7062,8,0.071407,0.071407,1,19.16667,19.16667,0,0,0,70.09953,0,0,92.19778,0,92.19778,0,,73.758224
3/26/2021 11:00:00 AM,53.25948,100.7595,0,229.7062,8,0.071407,0.071407,1,47.5,47.5,0,0,0,100.7595,0,0,124.3907,0,124.3907,0,,99.51256
3/26/2021 12:00:00 PM,54.4067,68.57337,0,229.7062,8,0.071407,0.071407,1,14.16667,14.16667,0,0,0,68.57337,0,0,90.59531,0,90.59531,0,,72.476248
3/26/2021 1:00:00 PM,54.64839,57.98173,0,229.7062,8,0.071407,0.071407,1,3.333333,3.333333,0,0,0,57.98173,0,0,79.47408,0,79.47408,0,,63.579264
3/26/2021 2:00:00 PM,54.63519,78.80185,0,229.7062,8,0.071407,0.071407,1,24.16667,24.16667,0,0,0,78.80185,0,0,101.3352,0,101.3352,0,,81.06816
3/26/2021 3:00:00 PM,58.32301,74.15634,0,229.7062,8,0.071407,0.071407,1,15.83333,15.83333,0,0,0,74.15634,0,0,96.45742,0,96.45742,0,,77.165936
3/26/2021 4:00:00 PM,71.69058,91.69058,0,229.7062,8,0.071407,0.071407,1,20,20,0,0,0,91.69058,0,0,114.8684,0,114.8684,0,,91.89472
3/26/2021 5:00:00 PM,78.67326,94.5066,0,229.7062,8,0.071407,0.071407,1,15.83333,15.83333,0,0,0,94.5066,0,0,117.8252,0,117.8252,0,,94.26016
3/26/2021 6:00:00 PM,87.4808,106.6475,0,229.7062,8,0.071407,0.071407,1,19.16667,19.16667,0,0,0,106.6475,0,0,130.5731,0,130.5731,0,,104.45848
3/26/2021 7:00:00 PM,98.96361,147.2969,0,229.7062,8,0.071407,0.071407,1,48.33333,48.33333,0,0,0,147.2969,0,0,173.2551,0,173.2551,0,,138.60408
3/26/2021 8:00:00 PM,93.62078,109.4541,0,229.7062,8,0.071407,0.071407,1,15.83333,15.83333,0,0,0,109.4541,0,0,133.5201,0,133.5201,0,,106.81608
3/26/2021 9:00:00 PM,66.79517,66.79517,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,66.79517,0,0,88.72819,0,88.72819,0,,70.982552
3/26/2021 10:00:00 PM,44.24846,60.91513,0,229.7062,8,0.071407,0.071407,1,16.66667,16.66667,0,0,0,60.91513,0,0,82.55415,0,82.55415,0,,66.04332
3/26/2021 11:00:00 PM,37.85493,52.0216,0,229.7062,8,0.071407,0.071407,1,14.16667,14.16667,0,0,0,52.0216,0,0,73.21594,0,73.21594,0,,58.572752
3/27/2021 12:00:00 AM,38.43087,38.43087,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,38.43087,0,0,58.94568,0,58.94568,0,,47.156544
3/27/2021 1:00:00 AM,33.18492,33.18492,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,33.18492,0,0,53.43743,0,53.43743,0,,42.749944
3/27/2021 2:00:00 AM,32.83156,32.83156,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,32.83156,0,0,53.0664,0,53.0664,0,,42.45312
3/27/2021 3:00:00 AM,34.14515,34.14515,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,34.14515,0,0,54.44567,0,54.44567,0,,43.556536
3/27/2021 4:00:00 AM,38.15433,38.15433,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,38.15433,0,0,58.65531,0,58.65531,0,,46.924248
3/27/2021 5:00:00 AM,57.03555,114.5356,0,229.7062,8,0.071407,0.071407,1,57.5,57.5,0,0,0,114.5356,0,0,138.8556,0,138.8556,0,,111.08448
3/27/2021 6:00:00 AM,69.22124,69.22124,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,69.22124,0,0,91.27557,0,91.27557,0,,73.020456
3/27/2021 7:00:00 AM,95.40217,95.40217,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,95.40217,0,0,118.7655,0,118.7655,0,,95.0124
3/27/2021 8:00:00 AM,78.99331,97.32664,0,229.7062,8,0.071407,0.071407,1,18.33333,18.33333,0,0,0,97.32664,0,0,120.7862,0,120.7862,0,,96.62896
3/27/2021 9:00:00 AM,53.26447,86.5978,0,229.7062,8,0.071407,0.071407,1,33.33333,33.33333,0,0,0,86.5978,0,0,109.521,0,109.521,0,,87.6168
3/27/2021 10:00:00 AM,50.52384,94.69051,0,229.7062,8,0.071407,0.071407,1,44.16667,44.16667,0,0,0,94.69051,0,0,118.0183,0,118.0183,0,,94.41464
3/27/2021 11:00:00 AM,50.73497,60.73497,0,229.7062,8,0.071407,0.071407,1,10,10,0,0,0,60.73497,0,0,82.36498,0,82.36498,0,,65.891984
3/27/2021 12:00:00 PM,50.97346,91.8068,0,229.7062,8,0.071407,0.071407,1,40.83333,40.83333,0,0,0,91.8068,0,0,114.9904,0,114.9904,0,,91.99232
3/27/2021 1:00:00 PM,51.28053,97.9472,0,229.7062,8,0.071407,0.071407,1,46.66667,46.66667,0,0,0,97.9472,0,0,121.4378,0,121.4378,0,,97.15024
3/27/2021 2:00:00 PM,51.06063,76.06063,0,229.7062,8,0.071407,0.071407,1,25,25,0,0,0,76.06063,0,0,98.45692,0,98.45692,0,,78.765536
3/27/2021 3:00:00 PM,55.60835,170.6084,0,229.7062,8,0.071407,0.071407,1,115,115,0,0,0,170.6084,0,0,197.732,0,197.732,0,,158.1856
3/27/2021 4:00:00 PM,65.31065,106.9773,0,229.7062,8,0.071407,0.071407,1,41.66667,41.66667,0,0,0,106.9773,0,0,130.9194,0,130.9194,0,,104.73552
3/27/2021 5:00:00 PM,80.86982,80.86982,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,80.86982,0,0,103.5066,0,103.5066,0,,82.80528
3/27/2021 6:00:00 PM,87.56741,104.2341,0,229.7062,8,0.071407,0.071407,1,16.66667,16.66667,0,0,0,104.2341,0,0,128.039,0,128.039,0,,102.4312
3/27/2021 7:00:00 PM,96.04604,153.546,0,229.7062,8,0.071407,0.071407,1,57.5,57.5,0,0,0,153.546,0,0,179.8166,0,179.8166,0,,143.85328
3/27/2021 8:00:00 PM,93.70921,111.2092,0,229.7062,8,0.071407,0.071407,1,17.5,17.5,0,0,0,111.2092,0,0,135.3629,0,135.3629,0,,108.29032
3/27/2021 9:00:00 PM,69.53057,69.53057,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,69.53057,0,0,91.60036,0,91.60036,0,,73.280288
3/27/2021 10:00:00 PM,44.74355,44.74355,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,44.74355,0,0,65.57399,0,65.57399,0,,52.459192
3/27/2021 11:00:00 PM,37.97105,37.97105,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,37.97105,0,0,58.46287,0,58.46287,0,,46.770296
3/28/2021 12:00:00 AM,37.67583,37.67583,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,37.67583,0,0,58.15289,0,58.15289,0,,46.522312
3/28/2021 1:00:00 AM,32.53782,32.53782,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,32.53782,0,0,52.75797,0,52.75797,0,,42.206376
3/28/2021 2:00:00 AM,32.17749,32.17749,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,32.17749,0,0,52.37963,0,52.37963,0,,41.903704
3/28/2021 3:00:00 AM,33.51783,33.51783,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,33.51783,0,0,53.78698,0,53.78698,0,,43.029584
3/28/2021 4:00:00 AM,37.51274,37.51274,0,229.7062,8,0.071407,0.071407,1,0,0,0,0,0,37.51274,0,0,57.98165,0,57.98165,0,,46.38532
